address,name,online_order,book_table,rate,rating_clean,votes,location,location_clean,rest_type,primary_rest_type,dish_liked,cuisines,primary_cuisine,approx_cost(for two people),cost_for_two,listed_in(type),listed_in(city),city_clean
"7th Main, 18th Cross NS Palya, 2nd Stage",Kababish Restaurant,Yes,No,3.6/5,3.6,15,BTM,Btm,,,,"North Indian, Chinese, Arabian",,700,,Delivery,BTM,Btm
"982 B, 1st Main, Koramangala 1st Block, Bangalore",Wok And Rolls,Yes,No,,3.7,0,Koramangala 1st Block,Koramangala 1St Block,Quick Bites,,,"Chinese, Thai",,300,,Delivery,BTM,Btm
"6, Krishna Nagar Industrial Area, Behind Forum Mall, BTM, Bangalore",Punjabi by Nature 2.0,Yes,Yes,4.2/5,4.2,3230,BTM,Btm,"Casual Dining, Microbrewery",,"Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",North Indian,,"1,600",,Delivery,BTM,Btm
"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",Messy Bowl,No,No,3.8/5,3.8,70,Banashankari,Banashankari,Quick Bites,,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi","Fast Food, Beverages",,500,,Dine-out,Basavanagudi,Basavanagudi
"Old Market, V V Puram, Basavanagudi, Bangalore",Kesar Rajasthani Parotha Point,Yes,No,3.9 /5,3.9,34,Basavanagudi,Basavanagudi,Quick Bites,,,"North Indian, Rajasthani",,200,,Dine-out,Basavanagudi,Basavanagudi
"Chikkalasandra, Near Ashwathkatte Ganesha Temple, Opposite Dominic School, Uttarahalli, Bangalore",Akash Gowdru Biryani Center,No,No,,3.7,0,Uttarahalli,Uttarahalli,Quick Bites,,,"North Indian, Chinese",,300,,Dine-out,Banashankari,Banashankari
"Level 2, Concorde Block, UB City, Vittal Malya Road, Lavelle Road, Bangalore",BBQ'D - Global Grill & Brewery,No,No,4.3 /5,4.3,471,Lavelle Road,Lavelle Road,"Casual Dining, Microbrewery",,"Butter Chicken, Chaat, Dahipuri, Beer, Jalebi, Pizza, Momos","BBQ, North Indian",,"1,500",,Buffet,Brigade Road,Brigade Road
"19, Church Street, Bangalore",Brik Oven,No,No,4.6/5,4.6,2263,Church Street,Church Street,Cafe,,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",,"1,100",,Dine-out,Church Street,Church Street
"NCPR industrial Layout, Euro School Road, Seetharampalya, Hoodi, Whitefield, Bangalore",Yumatos,Yes,No,3.3/5,3.3,7,Whitefield,Whitefield,Quick Bites,,,"North Indian, Chinese",,500,,Delivery,Brookefield,Brookefield
"1057, Devarachikkanahalli Road, Vijay Bank Colony, Opposite Heritage Fresh, Bannerghatta Road, Bangalore",New Kabab Zone,Yes,No,3.7/5,3.7,83,Bannerghatta Road,Bannerghatta Road,Quick Bites,,,"North Indian, Fast Food",,500,,Delivery,BTM,Btm
"71/1, Doddakannalli Village, Near RMZ Ecospace, Bellandur, Bangalore",Vishal Foods,Yes,No,,3.7,0,Bellandur,Bellandur,Quick Bites,,,Fast Food,,300,,Delivery,Bellandur,Bellandur
"Near Brand Factory, Bannerghatta Road, Bangalore",Ande Ka Funda,Yes,No,3.2/5,3.2,56,Bannerghatta Road,Bannerghatta Road,Quick Bites,,,"North Indian, Fast Food, Rolls",,250,,Dine-out,Bannerghatta Road,Bannerghatta Road
"15th Cross Road, 4th Phase, JP Nagar, Bangalore",Night Hunger,No,No,3.1/5,3.1,6,JP Nagar,Jp Nagar,Delivery,,,North Indian,,350,,Delivery,BTM,Btm
"35/8, 11th Main Road, 30th Cross, 4th Block, Jayanagar, Bangalore",Brahmin Tiffins & Coffee,No,No,4.2/5,4.2,421,Jayanagar,Jayanagar,Quick Bites,,"Filter Coffee, Masala Dosa, Upma, Aloo Palya, Crispy Vada, Kharabath, Idli Vada",South Indian,,100,,Dine-out,Basavanagudi,Basavanagudi
"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Cafe Vivacity,Yes,No,3.8/5,3.8,90,Banashankari,Banashankari,Cafe,,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,,650,,Dine-out,Banashankari,Banashankari
"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore",Shaan-E-Punjab,Yes,No,2.9/5,2.9,84,"ITPL Main Road, Whitefield","Itpl Main Road, Whitefield",Casual Dining,,"Butter Chicken, Chicken Tikka Masala, Paneer Tikka Masala, Sweet Lassi",North Indian,,500,,Delivery,Brookefield,Brookefield
"394, 7th Cross Road, 8th Main, 2nd Stage, BTM, Bangalore",Goodness! Beverages,Yes,No,,3.7,0,BTM,Btm,"Takeaway, Delivery",,,Beverages,,250,,Delivery,Bannerghatta Road,Bannerghatta Road
"57/3, Velangani Main Road, oppsite HP, Doddathogur village, Electronic city Bangalore, Bengaluru",Momm's The Kitchen,No,No,3.4/5,3.4,7,Electronic City,Electronic City,Casual Dining,,,"Andhra, South Indian, North Indian, Chinese",,500,,Dine-out,Electronic City,Electronic City
"Mota Royal Arcade, Brigade Road, Bangalore",Dunkin' Donuts,Yes,No,4.1/5,4.1,1079,Brigade Road,Brigade Road,"Quick Bites, Dessert Parlor",,"Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",,550,,Dine-out,Church Street,Church Street
"4/1, Brunton Road, MG Road, Bangalore",Berrylicious Cafe,Yes,No,4.1/5,4.1,125,MG Road,Mg Road,"Casual Dining, Cafe",,"Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",,900,,Desserts,Church Street,Church Street
"Hotel Ramanashree, 2/1, Brunton Road, Opposite Old Passport Office, MG Road, Bangalore",Nithyothsav - Hotel Ramanashree,No,No,3.0/5,3,31,MG Road,Mg Road,Casual Dining,,,"North Indian, Chinese",,"1,000",,Delivery,Brigade Road,Brigade Road
"34/1-2, Meanee Avenue Tank Road, Sivanchetty Road, Ulsoor, Bangalore",Skoolroom,Yes,No,4.3/5,4.3,569,Ulsoor,Ulsoor,Cafe,,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",,700,,Dine-out,Church Street,Church Street
"90/3, Eat Street, Basavanagudi, Bangalore",Om Shiva Shakthi Chats Centre,No,No,3.9 /5,3.9,26,Basavanagudi,Basavanagudi,Quick Bites,,,"Street Food, Fast Food",,300,,Dine-out,Basavanagudi,Basavanagudi
"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",Karnataka Bhel House,Yes,No,4.1/5,4.1,449,Basavanagudi,Basavanagudi,Quick Bites,,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,,100,,Delivery,Banashankari,Banashankari
"185, Dena Complex, 2nd Floor, Brigade Road, Bangalore",Fusion Lounge,No,No,2.0/5,2,396,Brigade Road,Brigade Road,Lounge,,"Dance Floor, Dj",Finger Food,,"1,500",,Dine-out,Church Street,Church Street
"15/1, Chirst School Road, SG Palya, BTM, Bangalore",UKIYO,No,No,,3.7,0,BTM,Btm,"Beverage Shop, Quick Bites",,,"Beverages, Sandwich, Chinese",,300,,Dine-out,BTM,Btm
"174/1-14, Near Bata Showroom, Commercial Street, Bangalore",Bhagatram Sweets,No,No,3.6/5,3.6,221,Commercial Street,Commercial Street,Quick Bites,,"Gulab Jamun, Chaat, Jalebi, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",,300,,Dine-out,Brigade Road,Brigade Road
"84, 6th Cross, Thavarekere Main Road",Mongolian Kitchen,No,No,3.8/5,3.8,30,BTM,Btm,Quick Bites,,,"Chinese, Mongolian",,500,,Delivery,BTM,Btm
"615/1, Janardhan Mansion, 10th C Main Road, 32nd D Road, 4th block, Jayanagar, Bangalore",Mr. Parathewala,Yes,No,,3.7,0,Jayanagar,Jayanagar,"Takeaway, Delivery",,,North Indian,,300,,Delivery,Banashankari,Banashankari
"26 A, Lords Plaza, Phase 1, Hosur Road, Electronic City, Bangalore",Indulge,No,No,,3.7,0,Electronic City,Electronic City,Bakery,,,"Bakery, Desserts",,200,,Delivery,Electronic City,Electronic City
"22nd Cross, 22nd Main Road, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",Sri Krishna Sagar,Yes,No,3.2/5,3.2,119,Banashankari,Banashankari,Casual Dining,,,"North Indian, Chinese",,400,,Dine-out,Banashankari,Banashankari
"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,Yes,No,4.0/5,4,597,Bannerghatta Road,Bannerghatta Road,Quick Bites,,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,,400,,Dine-out,Bannerghatta Road,Bannerghatta Road
"45, Mission Road, Shanti Nagar, Bangalore",Cafe Sandarshini,No,No,,3.7,0,Shanti Nagar,Shanti Nagar,Quick Bites,,,"South Indian, North Indian",,200,,Dine-out,Brigade Road,Brigade Road
"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Roll Over,Yes,No,4.1/5,4.1,240,JP Nagar,Jp Nagar,Dessert Parlor,,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",,500,,Delivery,BTM,Btm
"57, Opposite Galaxy Mall, Residency Road, Bangalore",Sri Udupi Park,Yes,No,3.8/5,3.8,106,Residency Road,Residency Road,Quick Bites,,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",,200,,Delivery,Church Street,Church Street
"12, Opposite Sobha Apartment, 5th Phase, JP Nagar, Bangalore",Soul Curries,No,No,,3.7,0,JP Nagar,Jp Nagar,Quick Bites,,,South Indian,,150,,Dine-out,Bannerghatta Road,Bannerghatta Road
"Shop 4, Near Vinaya Layout, Immadihalli Main Road, Whitefield, Bangalore",Magic scoops N Smiles,No,No,NEW,3.7,0,Whitefield,Whitefield,Dessert Parlor,,,Desserts,,200,,Desserts,Brookefield,Brookefield
"135/15, 100 Feet Ring Road, 3rd Phase, JP Nagar, Bangalore",Chaitanya Cafe,Yes,No,3.9/5,3.9,92,JP Nagar,Jp Nagar,Quick Bites,,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",,300,,Dine-out,Bannerghatta Road,Bannerghatta Road
"113 A, Green Glen Layout, Near Sobha Club House, Bellandur, Bangalore",Bangalore Agarwal Bhavan,No,No,3.2/5,3.2,4,Bellandur,Bellandur,"Sweet Shop, Quick Bites",,,"Mithai, Street Food, Fast Food",,200,,Dine-out,Bellandur,Bellandur
"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,Yes,No,2.5/5,2.5,35,Basavanagudi,Basavanagudi,Quick Bites,,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,,200,,Delivery,Banashankari,Banashankari
"2nd Floor, 1 MG Mall, Trinity Circle, MG Road, Bangalore",Mighty Small,No,No,4.1/5,4.1,259,MG Road,Mg Road,"Casual Dining, Bar",,"Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti","Continental, Chinese",,"1,200",,Dine-out,Brigade Road,Brigade Road
"5th Floor, L167, Outer Ring Road, Service Lane, Sector 6, HSR, Bangalore",Zero Mile Punjab,Yes,Yes,4.1/5,4.1,1336,HSR,Hsr,Casual Dining,,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Jeera Rice","North Indian, Mughlai",,800,,Delivery,BTM,Btm
"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore",Parathe Ghar Ke,Yes,No,3.2/5,3.2,4,Bellandur,Bellandur,Quick Bites,,,North Indian,,300,,Dine-out,Bellandur,Bellandur
"45/1, 45/2, Bangalore Central, 45th Cross, 9th Block, Jayanagar, Bangalore",The Chocolate Room,Yes,No,3.9/5,3.9,153,JP Nagar,Jp Nagar,Food Court,,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",,400,,Dine-out,BTM,Btm
"398, 7th Cross, MICO Layout, 2nd Stage",Gelato Pazzo,No,No,3.8/5,3.8,47,BTM,Btm,Dessert Parlor,,,Desserts,,200,,Dine-out,BTM,Btm
"9, Halycon Complex, St. Marks Road, Bangalore",No 10 Fort Cochin,Yes,Yes,3.8/5,3.8,194,St. Marks Road,St. Marks Road,Casual Dining,,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian",,800,,Dine-out,Brigade Road,Brigade Road
"30, Residency Road, Brigade Road, Bangalore",The Chariot,Yes,No,2.9/5,2.9,50,Brigade Road,Brigade Road,Quick Bites,,"Masala Dosa, Panneer Butter Masala, Thali","South Indian, North Indian, Chinese",,350,,Dine-out,Brigade Road,Brigade Road
"16, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Polar Bear,Yes,No,4.0/5,4,145,Electronic City,Electronic City,Dessert Parlor,,"Choco Fudge Brownie, Hot Chocolate, Lychee Sundae, Sandwiches, Ice Cream Pizza","Ice Cream, Desserts, Beverages, Sandwich",,400,,Dine-out,Electronic City,Electronic City
"5, Near Reserve Bank Of India, Nrupathunga Road, Ambedkar Veedhi, City Market, Bangalore",Hotel Nisarga Grand,Yes,No,3.6/5,3.6,32,City Market,City Market,Casual Dining,,,"South Indian, North Indian, Chinese",,500,,Delivery,Brigade Road,Brigade Road
"Shop 2, Ground Floor, 1st Main Road, Rajiv Gandhi Nagar, Bommanahalli, HSR, Bangalore",Momos Corner,No,No,3.3/5,3.3,6,HSR,Hsr,Quick Bites,,,Chinese,,250,,Delivery,BTM,Btm
"The Royal Comfort, 453/2/16, 27th Cross, 4th Block, Jayanagar, Bangalore",English Channel,No,No,3.7/5,3.7,47,Jayanagar,Jayanagar,Pub,,,Finger Food,,"1,200",,Dine-out,Basavanagudi,Basavanagudi
"334, Doddkanhalli, Near WIPRO Corporate Office, Sarjapur Road, Bangalore",Mughal Treat,Yes,No,3.6/5,3.6,109,Sarjapur Road,Sarjapur Road,Casual Dining,,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala","Mughlai, North Indian, Chinese",,700,,Delivery,Bellandur,Bellandur
"22, Amoeba Complex, Church Street, Bangalore",Cafe 22,No,No,3.0/5,3,11,Church Street,Church Street,Cafe,,,"Cafe, Fast Food",,700,,Cafes,Church Street,Church Street
"Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Flavorsome Bakes,No,No,4.0/5,4,93,Bannerghatta Road,Bannerghatta Road,"Takeaway, Delivery",,"Cup Cake, Pineapple Cake","Bakery, Desserts",,800,,Delivery,BTM,Btm
"116/1, Devarchikkanahalli Road, Bilekahalli, Bannerghatta Road, Bangalore",Five Star Chicken,Yes,No,3.2/5,3.2,100,Bannerghatta Road,Bannerghatta Road,Quick Bites,,,"Fast Food, Burger",,250,,Dine-out,Bannerghatta Road,Bannerghatta Road
"VBHC Apartement, Chandapura, Anekal Main Road, Byagadadenahlli, Electronic City, Bangalore",Till The Last Bite,No,No,3.4/5,3.4,7,Electronic City,Electronic City,Quick Bites,,,"North Indian, Chinese",,300,,Delivery,Electronic City,Electronic City
"200, 1st Main, 6th Cross, MICO Layout, Off Bannerghatta Road, Bangalore",Resto,No,No,3.7/5,3.7,40,Bannerghatta Road,Bannerghatta Road,Quick Bites,,,"Chinese, North Indian, Fast Food, Momos",,350,,Dine-out,Bannerghatta Road,Bannerghatta Road
"Food Court, Building 8, Pritech Park, Adarsh Palm Retreat, Bellandur, Bangalore",Telugu Velugu,No,No,3.0/5,3,6,Bellandur,Bellandur,Food Court,,,"South Indian, Biryani",,300,,Dine-out,Bellandur,Bellandur
"5th Floor, Uniworld Commercial Complex, Phase 1, Electronic City, Bangalore",Rags on Fire,Yes,No,3.1/5,3.1,64,Electronic City,Electronic City,Cafe,,"Soya Chaap, Biryani",Cafe,,600,,Delivery,Electronic City,Electronic City
"56, Jai Bheema Nagar, 29th Main, 1st Stage, BTM, Bangalore",Pecos Hideout,No,Yes,4.0/5,4,165,BTM,Btm,Bar,,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",Finger Food,,"1,100",,Dine-out,BTM,Btm
"5, Krishna Nagar, Next To Royal Endfield Showroom, Hosur Road, BTM, Bangalore",Grillopia,Yes,No,3.9/5,3.9,88,BTM,Btm,Quick Bites,,"Burgers, Fries, Wood Fire Pizza, Nachos","Italian, American, Fast Food, Wraps, Rolls, Salad",,"1,000",,Dine-out,BTM,Btm
"147, Infantry Road, Bangalore",Mint Masala,No,No,2.8/5,2.8,253,Infantry Road,Infantry Road,Casual Dining,,"Salads, Mint Masala, Breakfast Buffet, Pasta, Lunch Buffet, Spring Roll, Roti","North Indian, Chinese",,"1,000",,Dine-out,Brigade Road,Brigade Road
"11, Opposite Sobha Tulip Apartments, 5th Phase, JP Nagar, Bangalore",Chaatimes,Yes,No,3.9/5,3.9,100,JP Nagar,Jp Nagar,Quick Bites,,,"Street Food, Fast Food",,200,,Delivery,Bannerghatta Road,Bannerghatta Road
"139, 24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",Dal Roti,Yes,No,3.7/5,3.7,117,JP Nagar,Jp Nagar,Quick Bites,,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,,150,,Delivery,Bannerghatta Road,Bannerghatta Road
"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",The Pizzeria,Yes,No,2.8/5,2.8,45,Banashankari,Banashankari,Casual Dining,,Pesto Pizza,"Pizza, Italian, Salad",,800,,Dine-out,Basavanagudi,Basavanagudi
"149, Someshwara Temple Road, Koramangala 7th Block, Bangalore",Zeeshan,Yes,No,3.8/5,3.8,214,Koramangala 7th Block,Koramangala 7Th Block,Casual Dining,,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",,700,,Delivery,BTM,Btm
"Shop 339, 27th Main Road, HSR Layout Sector 2, Bangalore",Charcoal Eats,Yes,No,4.0/5,4,55,HSR,Hsr,Quick Bites,,"Pizza, Hyderabadi Chicken Biryani, Chicken Tikka Biryani","Italian, Biryani, Fast Food, North Indian, Rolls",,500,,Delivery,Bellandur,Bellandur
"104, Narayana Pillai Street, Opp C Mart, Shivajinagar, Bangalore",JCL Canteen,No,No,,3.7,0,Shivajinagar,Shivajinagar,Mess,,,South Indian,,100,,Dine-out,Brigade Road,Brigade Road
"4, Ground Floor, Lakshaman Reddy Building, Marthahalli Ring Road, Bellandur, Bangalore",Kerala Panoor Restaurant,Yes,No,3.5/5,3.5,137,Bellandur,Bellandur,Quick Bites,,,"Kerala, Seafood, Biryani, South Indian",,350,,Dine-out,Bellandur,Bellandur
"56, Opposite to Intal, Near Passport Office, Davarabeshanahlli, Bellandur, Bangalore",Five Star Chicken,Yes,No,3.4/5,3.4,9,Bellandur,Bellandur,Quick Bites,,,"Fast Food, Burger",,200,,Delivery,Bellandur,Bellandur
"#1178,18th A Main Road, 3rd Cross, 2nd Phase, JP Nagar, Bangalore",Bake Addiction,Yes,No,4.0/5,4,88,JP Nagar,Jp Nagar,Bakery,,"Cup Cake, Swiss Roll","Bakery, Desserts",,500,,Delivery,Bannerghatta Road,Bannerghatta Road
"399, 16th Main, N.S Palya, BTM, Bangalore",Kalingas,Yes,No,3.9/5,3.9,179,BTM,Btm,Quick Bites,,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",,250,,Dine-out,BTM,Btm
"53/A, Hulimavu, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Guru Palace,Yes,No,3.1/5,3.1,106,Bannerghatta Road,Bannerghatta Road,Casual Dining,,,"Chinese, North Indian",,450,,Dine-out,Bannerghatta Road,Bannerghatta Road
"Lemon Tree Hotel, 23, EPIP Zone, Near I Gate Company, Whitefield, Bangalore",Slounge - Lemon Tree Hotel,No,No,3.9/5,3.9,21,Whitefield,Whitefield,Lounge,,,Finger Food,,"1,500",,Drinks & nightlife,Brookefield,Brookefield
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,Yes,Yes,3.9/5,3.9,291,Jayanagar,Jayanagar,Cafe,,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",,650,,Delivery,Basavanagudi,Basavanagudi
"8A & 8B Building, RMZ Ecoworld, Food Court, Marathahalli Outer Ring Road, Deverabeesanahalli, Bellandur, Bangalore",Pita Pit,Yes,No,3.3/5,3.3,7,Bellandur,Bellandur,Quick Bites,,,"Healthy Food, Salad",,600,,Delivery,Bellandur,Bellandur
"107, First Floor, Arun complex, Next to Hotel Kakaji, Near ITPL Back Gate 3, Whitefield",Lassi Xpress,No,No,3.4/5,3.4,7,"ITPL Main Road, Whitefield","Itpl Main Road, Whitefield",Beverage Shop,,,"Beverages, Sandwich, Desserts",,200,,Delivery,Brookefield,Brookefield
"14, 29th Main, 100 Feet Road, 1st Stage, BTM, Bangalore",Sri Vishnu Park,Yes,No,3.8/5,3.8,99,BTM,Btm,Casual Dining,,Masala Dosa,"South Indian, North Indian, Chinese",,350,,Delivery,BTM,Btm
"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",Hara Fine Dine,Yes,Yes,4.0/5,4,633,Banashankari,Banashankari,Casual Dining,,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",,800,,Delivery,Banashankari,Banashankari
"7, 1st Floor, HSR Layout, Sector 7, Bangalore",Dhaba Express,Yes,No,3.7/5,3.7,173,HSR,Hsr,"Takeaway, Delivery",,Paratha,"Biryani, Fast Food, North Indian, Chinese",,400,,Delivery,BTM,Btm
"80, BDA Complex, 2nd Stage, Banashankari, Bangalore",Faasos,Yes,No,4.2/5,4.2,415,Banashankari,Banashankari,Quick Bites,,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",,500,,Dine-out,Banashankari,Banashankari
"OYO Townhouse 25, Magrath Road, Brigade Road, Bangalore",Baba Da Dhaba,No,Yes,4.1/5,4.1,373,Brigade Road,Brigade Road,Casual Dining,,"Butter Chicken, Dal Makhani, Chicken Curry, Tandoori Chicken, Mix Veg, Biryani, Naan",North Indian,,650,,Dine-out,Brigade Road,Brigade Road
"303, 3rd Floor, 5th Avenue Mall, Brigade Road, Bangalore",Tempura Restaurant,No,No,3.9/5,3.9,122,Brigade Road,Brigade Road,Casual Dining,,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",,500,,Dine-out,Church Street,Church Street
"3rd Floor, Santhosh Towers, 120 P A3, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Coastal Hub,Yes,Yes,4.0/5,4,364,Whitefield,Whitefield,Casual Dining,,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",,700,,Delivery,Brookefield,Brookefield
"DoubleTree Suites by Hilton, Iblur Gate, Outer Ring Road, Sarjapur Road, Bangalore",Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9/5,3.9,52,Sarjapur Road,Sarjapur Road,Lounge,,Cocktails,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",,"1,900",,Buffet,Bellandur,Bellandur
"Near LIC Building, Off MG Road, St. Marks Road, Bangalore",The Bar Stock Exchange,No,No,4.3/5,4.3,609,St. Marks Road,St. Marks Road,"Pub, Casual Dining",,"Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food",,"1,300",,Pubs and bars,Church Street,Church Street
"176, KBAR Main Road, Austin Town, Richmond Road, Bangalore",Kabab and Biryani Centre,No,No,,3.7,0,Richmond Road,Richmond Road,Quick Bites,,,"North Indian, Fast Food",,300,,Dine-out,Church Street,Church Street
"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore",Punjabi Raswada,Yes,Yes,3.5/5,3.5,431,Jayanagar,Jayanagar,Casual Dining,,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,,800,,Delivery,Basavanagudi,Basavanagudi
